Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - Login: Verify user can export variation - ID_2036,This test case validates the export functionality for the variation component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on Variation
4. Verify success message","user_role: admin, component_id: 3507",The variation should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - Account Settings: Verify user can search dashboard widget - ID_2037,This test case validates the search functionality for the dashboard widget component within the Account Settings module of app.vwo.com.,Low,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Search action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 3815",The dashboard widget should be successfully searched and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can create api key - ID_2038,This test case validates the create functionality for the api key component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Create action on API Key
4. Verify success message","user_role: admin, component_id: 3723",The api key should be successfully createed and reflected in the Surveys dashboard.,To Do
Test,VWO - Integrations: Verify user can view variation - ID_2039,This test case validates the view functionality for the variation component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 1696",The variation should be successfully viewed and reflected in the Integrations dashboard.,To Do
Test,VWO - Signup: Verify user can toggle segment - ID_2040,This test case validates the toggle functionality for the segment component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Toggle action on Segment
4. Verify success message","user_role: admin, component_id: 9418",The segment should be successfully toggleed and reflected in the Signup dashboard.,To Do
Test,VWO - Integrations: Verify user can export goal - ID_2041,This test case validates the export functionality for the goal component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Goal
4. Verify success message","user_role: admin, component_id: 7958",The goal should be successfully exported and reflected in the Integrations dashboard.,To Do
Test,VWO - Account Settings: Verify user can filter campaign - ID_2042,This test case validates the filter functionality for the campaign component within the Account Settings module of app.vwo.com.,Medium,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Filter action on Campaign
4. Verify success message","user_role: admin, component_id: 7064",The campaign should be successfully filtered and reflected in the Account Settings dashboard.,To Do
Test,VWO - Session Recordings: Verify user can filter goal - ID_2043,This test case validates the filter functionality for the goal component within the Session Recordings module of app.vwo.com.,High,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Filter action on Goal
4. Verify success message","user_role: admin, component_id: 2428",The goal should be successfully filtered and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Login: Verify user can export campaign - ID_2044,This test case validates the export functionality for the campaign component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on Campaign
4. Verify success message","user_role: admin, component_id: 1491",The campaign should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - A/B Testing: Verify user can toggle goal - ID_2045,This test case validates the toggle functionality for the goal component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Toggle action on Goal
4. Verify success message","user_role: admin, component_id: 8363",The goal should be successfully toggleed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can toggle variation - ID_2046,This test case validates the toggle functionality for the variation component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Toggle action on Variation
4. Verify success message","user_role: admin, component_id: 7527",The variation should be successfully toggleed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Session Recordings: Verify user can filter variation - ID_2047,This test case validates the filter functionality for the variation component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Filter action on Variation
4. Verify success message","user_role: admin, component_id: 7033",The variation should be successfully filtered and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can export variation - ID_2048,This test case validates the export functionality for the variation component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Export action on Variation
4. Verify success message","user_role: admin, component_id: 5327",The variation should be successfully exported and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can delete user role - ID_2049,This test case validates the delete functionality for the user role component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 1156",The user role should be successfully deleteed and reflected in the Login dashboard.,To Do
Test,VWO - Login: Verify user can toggle variation - ID_2050,This test case validates the toggle functionality for the variation component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Toggle action on Variation
4. Verify success message","user_role: admin, component_id: 3101",The variation should be successfully toggleed and reflected in the Login dashboard.,To Do
Test,VWO - Login: Verify user can export user role - ID_2051,This test case validates the export functionality for the user role component within the Login module of app.vwo.com.,High,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on User Role
4. Verify success message","user_role: admin, component_id: 9080",The user role should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - Surveys: Verify user can view variation - ID_2052,This test case validates the view functionality for the variation component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 3053",The variation should be successfully viewed and reflected in the Surveys dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit variation - ID_2053,This test case validates the edit functionality for the variation component within the Session Recordings module of app.vwo.com.,Low,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 5097",The variation should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Session Recordings: Verify user can view variation - ID_2054,This test case validates the view functionality for the variation component within the Session Recordings module of app.vwo.com.,Low,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 4717",The variation should be successfully viewed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Surveys: Verify user can view snapshot - ID_2055,This test case validates the view functionality for the snapshot component within the Surveys module of app.vwo.com.,High,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform View action on Snapshot
4. Verify success message","user_role: admin, component_id: 2179",The snapshot should be successfully viewed and reflected in the Surveys dashboard.,To Do
Test,VWO - Signup: Verify user can delete user role - ID_2056,This test case validates the delete functionality for the user role component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 7117",The user role should be successfully deleteed and reflected in the Signup dashboard.,To Do
Test,VWO - Login: Verify user can create variation - ID_2057,This test case validates the create functionality for the variation component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Create action on Variation
4. Verify success message","user_role: admin, component_id: 5644",The variation should be successfully createed and reflected in the Login dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete goal - ID_2058,This test case validates the delete functionality for the goal component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 9909",The goal should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Session Recordings: Verify user can create segment - ID_2059,This test case validates the create functionality for the segment component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Create action on Segment
4. Verify success message","user_role: admin, component_id: 8996",The segment should be successfully createed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Heatmaps: Verify user can delete segment - ID_2060,This test case validates the delete functionality for the segment component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Delete action on Segment
4. Verify success message","user_role: admin, component_id: 5136",The segment should be successfully deleteed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Integrations: Verify user can filter snapshot - ID_2061,This test case validates the filter functionality for the snapshot component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 9758",The snapshot should be successfully filtered and reflected in the Integrations dashboard.,To Do
Test,VWO - Login: Verify user can edit variation - ID_2062,This test case validates the edit functionality for the variation component within the Login module of app.vwo.com.,High,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 8132",The variation should be successfully edited and reflected in the Login dashboard.,To Do
Test,VWO - Signup: Verify user can view snapshot - ID_2063,This test case validates the view functionality for the snapshot component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform View action on Snapshot
4. Verify success message","user_role: admin, component_id: 3608",The snapshot should be successfully viewed and reflected in the Signup dashboard.,To Do
Test,VWO - A/B Testing: Verify user can export snapshot - ID_2064,This test case validates the export functionality for the snapshot component within the A/B Testing module of app.vwo.com.,Low,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 6179",The snapshot should be successfully exported and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create api key - ID_2065,This test case validates the create functionality for the api key component within the Funnel Analysis module of app.vwo.com.,High,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on API Key
4. Verify success message","user_role: admin, component_id: 6697",The api key should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Session Recordings: Verify user can filter goal - ID_2066,This test case validates the filter functionality for the goal component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Filter action on Goal
4. Verify success message","user_role: admin, component_id: 4395",The goal should be successfully filtered and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Signup: Verify user can delete segment - ID_2067,This test case validates the delete functionality for the segment component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Delete action on Segment
4. Verify success message","user_role: admin, component_id: 7437",The segment should be successfully deleteed and reflected in the Signup dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter variation - ID_2068,This test case validates the filter functionality for the variation component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on Variation
4. Verify success message","user_role: admin, component_id: 4483",The variation should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit campaign - ID_2069,This test case validates the edit functionality for the campaign component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on Campaign
4. Verify success message","user_role: admin, component_id: 7259",The campaign should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Signup: Verify user can edit campaign - ID_2070,This test case validates the edit functionality for the campaign component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Edit action on Campaign
4. Verify success message","user_role: admin, component_id: 2097",The campaign should be successfully edited and reflected in the Signup dashboard.,To Do
Test,VWO - Session Recordings: Verify user can search api key - ID_2071,This test case validates the search functionality for the api key component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Search action on API Key
4. Verify success message","user_role: admin, component_id: 5011",The api key should be successfully searched and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can view campaign - ID_2072,This test case validates the view functionality for the campaign component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform View action on Campaign
4. Verify success message","user_role: admin, component_id: 4121",The campaign should be successfully viewed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Account Settings: Verify user can view dashboard widget - ID_2073,This test case validates the view functionality for the dashboard widget component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform View action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 8169",The dashboard widget should be successfully viewed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can toggle snapshot - ID_2074,This test case validates the toggle functionality for the snapshot component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Toggle action on Snapshot
4. Verify success message","user_role: admin, component_id: 7324",The snapshot should be successfully toggleed and reflected in the Surveys dashboard.,To Do
Test,VWO - Surveys: Verify user can toggle snapshot - ID_2075,This test case validates the toggle functionality for the snapshot component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Toggle action on Snapshot
4. Verify success message","user_role: admin, component_id: 9861",The snapshot should be successfully toggleed and reflected in the Surveys dashboard.,To Do
Test,VWO - Account Settings: Verify user can search campaign - ID_2076,This test case validates the search functionality for the campaign component within the Account Settings module of app.vwo.com.,Medium,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Search action on Campaign
4. Verify success message","user_role: admin, component_id: 8134",The campaign should be successfully searched and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can edit api key - ID_2077,This test case validates the edit functionality for the api key component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Edit action on API Key
4. Verify success message","user_role: admin, component_id: 5131",The api key should be successfully edited and reflected in the Surveys dashboard.,To Do
Test,VWO - Account Settings: Verify user can delete snapshot - ID_2078,This test case validates the delete functionality for the snapshot component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Delete action on Snapshot
4. Verify success message","user_role: admin, component_id: 2867",The snapshot should be successfully deleteed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Heatmaps: Verify user can toggle goal - ID_2079,This test case validates the toggle functionality for the goal component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Toggle action on Goal
4. Verify success message","user_role: admin, component_id: 5137",The goal should be successfully toggleed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Session Recordings: Verify user can filter segment - ID_2080,This test case validates the filter functionality for the segment component within the Session Recordings module of app.vwo.com.,Low,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 6292",The segment should be successfully filtered and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Account Settings: Verify user can search snapshot - ID_2081,This test case validates the search functionality for the snapshot component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Search action on Snapshot
4. Verify success message","user_role: admin, component_id: 7181",The snapshot should be successfully searched and reflected in the Account Settings dashboard.,To Do
Test,VWO - Integrations: Verify user can delete segment - ID_2082,This test case validates the delete functionality for the segment component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Delete action on Segment
4. Verify success message","user_role: admin, component_id: 2763",The segment should be successfully deleteed and reflected in the Integrations dashboard.,To Do
Test,VWO - Heatmaps: Verify user can create variation - ID_2083,This test case validates the create functionality for the variation component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Create action on Variation
4. Verify success message","user_role: admin, component_id: 5768",The variation should be successfully createed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Login: Verify user can view segment - ID_2084,This test case validates the view functionality for the segment component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 6412",The segment should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit variation - ID_2085,This test case validates the edit functionality for the variation component within the Session Recordings module of app.vwo.com.,High,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 1954",The variation should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Signup: Verify user can delete user role - ID_2086,This test case validates the delete functionality for the user role component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 8896",The user role should be successfully deleteed and reflected in the Signup dashboard.,To Do
Test,VWO - Session Recordings: Verify user can filter user role - ID_2087,This test case validates the filter functionality for the user role component within the Session Recordings module of app.vwo.com.,Low,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Filter action on User Role
4. Verify success message","user_role: admin, component_id: 5400",The user role should be successfully filtered and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create snapshot - ID_2088,This test case validates the create functionality for the snapshot component within the Funnel Analysis module of app.vwo.com.,Critical,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on Snapshot
4. Verify success message","user_role: admin, component_id: 3610",The snapshot should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Surveys: Verify user can search dashboard widget - ID_2089,This test case validates the search functionality for the dashboard widget component within the Surveys module of app.vwo.com.,Critical,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Search action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 2950",The dashboard widget should be successfully searched and reflected in the Surveys dashboard.,To Do
Test,VWO - A/B Testing: Verify user can toggle goal - ID_2090,This test case validates the toggle functionality for the goal component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Toggle action on Goal
4. Verify success message","user_role: admin, component_id: 8410",The goal should be successfully toggleed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Account Settings: Verify user can view user role - ID_2091,This test case validates the view functionality for the user role component within the Account Settings module of app.vwo.com.,Low,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform View action on User Role
4. Verify success message","user_role: admin, component_id: 2852",The user role should be successfully viewed and reflected in the Account Settings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can edit campaign - ID_2092,This test case validates the edit functionality for the campaign component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Edit action on Campaign
4. Verify success message","user_role: admin, component_id: 4173",The campaign should be successfully edited and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Account Settings: Verify user can create dashboard widget - ID_2093,This test case validates the create functionality for the dashboard widget component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Create action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 8237",The dashboard widget should be successfully createed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Integrations: Verify user can create dashboard widget - ID_2094,This test case validates the create functionality for the dashboard widget component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Create action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 9296",The dashboard widget should be successfully createed and reflected in the Integrations dashboard.,To Do
Test,VWO - Session Recordings: Verify user can toggle user role - ID_2095,This test case validates the toggle functionality for the user role component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Toggle action on User Role
4. Verify success message","user_role: admin, component_id: 1668",The user role should be successfully toggleed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can toggle api key - ID_2096,This test case validates the toggle functionality for the api key component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Toggle action on API Key
4. Verify success message","user_role: admin, component_id: 6363",The api key should be successfully toggleed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - A/B Testing: Verify user can toggle variation - ID_2097,This test case validates the toggle functionality for the variation component within the A/B Testing module of app.vwo.com.,Low,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Toggle action on Variation
4. Verify success message","user_role: admin, component_id: 7455",The variation should be successfully toggleed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can export dashboard widget - ID_2098,This test case validates the export functionality for the dashboard widget component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 6133",The dashboard widget should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit campaign - ID_2099,This test case validates the edit functionality for the campaign component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Campaign
4. Verify success message","user_role: admin, component_id: 5877",The campaign should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can delete segment - ID_2100,This test case validates the delete functionality for the segment component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Delete action on Segment
4. Verify success message","user_role: admin, component_id: 8912",The segment should be successfully deleteed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Integrations: Verify user can filter variation - ID_2101,This test case validates the filter functionality for the variation component within the Integrations module of app.vwo.com.,High,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Filter action on Variation
4. Verify success message","user_role: admin, component_id: 8457",The variation should be successfully filtered and reflected in the Integrations dashboard.,To Do
Test,VWO - Surveys: Verify user can filter goal - ID_2102,This test case validates the filter functionality for the goal component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Filter action on Goal
4. Verify success message","user_role: admin, component_id: 3506",The goal should be successfully filtered and reflected in the Surveys dashboard.,To Do
Test,VWO - Signup: Verify user can toggle user role - ID_2103,This test case validates the toggle functionality for the user role component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Toggle action on User Role
4. Verify success message","user_role: admin, component_id: 7474",The user role should be successfully toggleed and reflected in the Signup dashboard.,To Do
Test,VWO - Account Settings: Verify user can delete api key - ID_2104,This test case validates the delete functionality for the api key component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Delete action on API Key
4. Verify success message","user_role: admin, component_id: 7969",The api key should be successfully deleteed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create segment - ID_2105,This test case validates the create functionality for the segment component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on Segment
4. Verify success message","user_role: admin, component_id: 1592",The segment should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Heatmaps: Verify user can delete variation - ID_2106,This test case validates the delete functionality for the variation component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Delete action on Variation
4. Verify success message","user_role: admin, component_id: 6155",The variation should be successfully deleteed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Account Settings: Verify user can toggle campaign - ID_2107,This test case validates the toggle functionality for the campaign component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Toggle action on Campaign
4. Verify success message","user_role: admin, component_id: 8618",The campaign should be successfully toggleed and reflected in the Account Settings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter dashboard widget - ID_2108,This test case validates the filter functionality for the dashboard widget component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 4035",The dashboard widget should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can view variation - ID_2109,This test case validates the view functionality for the variation component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 7410",The variation should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit campaign - ID_2110,This test case validates the edit functionality for the campaign component within the Session Recordings module of app.vwo.com.,High,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Campaign
4. Verify success message","user_role: admin, component_id: 9581",The campaign should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Session Recordings: Verify user can create campaign - ID_2111,This test case validates the create functionality for the campaign component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Create action on Campaign
4. Verify success message","user_role: admin, component_id: 9521",The campaign should be successfully createed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can search variation - ID_2112,This test case validates the search functionality for the variation component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Search action on Variation
4. Verify success message","user_role: admin, component_id: 6160",The variation should be successfully searched and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create api key - ID_2113,This test case validates the create functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on API Key
4. Verify success message","user_role: admin, component_id: 9687",The api key should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
