id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-00241,VWO-1007,Verify A/B test saves as Draft when launch is skipped (Chrome),AB Testing,P1,Critical,accessibility|firefox|regression|smoke|ui,User on /campaigns/ab/new,1. Fill name 'Hero CTA Draft' || 2. Add 2 variations || 3. Click 'Save as Draft',Campaign appears under Drafts tab | Status badge = 'Draft',Functional,kavya.iyer,VWO-25.S29,Active
TC-00242,VWO-5716,Verify Forms creation fails when no form selector chosen (Firefox),Forms,P3,Minor,api|i18n|regression|ui,User on /forms/new,1. Skip selector || 2. Save,Error 'Form element required',Negative,kavya.iyer,VWO-25.S17,Active
TC-00243,VWO-4889,Verify drop-off field highlighted in Forms report (Safari),Forms,P1,Minor,gdpr|integration|regression,Forms data ready,1. Open report,Highest drop field flagged,Functional,kavya.iyer,VWO-25.S48,Active
TC-00244,VWO-4088,Verify offline queue persists events on Android (Edge),Mobile,P2,Trivial,accessibility|e2e|i18n|mobile|ui,Device offline,1. Trigger 5 events,Events queued; flushed on reconnect,Functional,anika.bose,VWO-25.S18,Active
TC-00245,VWO-2038,Verify launching paused A/B campaign 5643 resumes traffic (mobile-web),AB Testing,P2,Trivial,e2e|gdpr|smoke,Campaign 5643 status = Paused,1. Open /campaigns/5643/overview || 2. Click 'Resume' || 3. Confirm in modal,Status switches to Running | Traffic counter increments within 60s,Functional,promode.dutta,VWO-25.S23,Active
TC-00246,VWO-4883,Verify traffic split must total 100% across variations (tablet),AB Testing,P1,Minor,chrome|firefox|regression,User in /campaigns/ab/new editor,1. Set Variation A=40% || 2. Set Variation B=40% || 3. Click Save,Validation error 'Splits must equal 100%' | Save blocked,Negative,aditya.rao,VWO-25.S46,Active
TC-00247,VWO-1871,Verify adding a step to existing funnel updates report (slow 3G),Funnels,P3,Minor,dataloss|gdpr|regression,Funnel exists with 3 steps,1. Add step '/checkout/confirm' || 2. Save,4 steps shown | Drop-off recalculated,Functional,aditya.rao,VWO-25.S39,Active
TC-00248,VWO-4667,Verify submit rate metric in Forms summary (offline-online),Forms,P2,Major,accessibility|gdpr|regression|sanity,Forms data ready,1. Open summary,Submit rate displayed,Functional,dev.ranganathan,VWO-25.S38,Active
TC-00249,VWO-5237,Verify renaming revenue goal updates references (re-entry),Goals,P1,Critical,gdpr|mobile|regression|ui,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,anika.bose,VWO-25.S31,Active
TC-00250,VWO-4953,Verify editing variation copy in A/B campaign #7882 (after refresh),AB Testing,P2,Major,accessibility|e2e|regression|ui,A/B campaign 7882 exists in Draft | User has Editor role,1. Open /campaigns/ab/7882/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,promode.dutta,VWO-25.S12,Active
TC-00251,VWO-3881,Verify downgrading from Enterprise to Growth at next renewal (clean install),Billing,P3,Major,billing|firefox|mobile|performance|security,On Enterprise,1. Click Downgrade,Scheduled to switch on renewal,Functional,neha.khanna,VWO-25.S32,Active
TC-00252,VWO-1324,Verify invoice PDF download contains line items + tax (after upgrade),Billing,P3,Minor,billing|performance,Invoice exists,1. Click Download PDF,"PDF contains plan, tax, total",Functional,dev.ranganathan,VWO-25.S02,Active
TC-00253,VWO-4528,Verify creating revenue goal in campaign #3302 (cold start),Goals,P2,Major,dataloss|integration|regression,Campaign 3302 Draft,1. Open /campaigns/3302/goals || 2. Click Add Goal || 3. Pick type revenue || 4. Configure || 5. Save,Goal saved with type revenue | Visible in goals list,Functional,riya.sharma,VWO-25.S22,Active
TC-00254,VWO-2157,Verify previewing Split URL variant opens variant page (warm cache),Split URL,P1,Minor,e2e|sanity|smoke,Split URL test in editor,1. Click Preview > Variant 1,Variant URL opens in new tab with QA banner,Functional,vikram.singh,VWO-25.S40,Active
TC-00255,VWO-3839,Verify funnel report exports to CSV (cookieless),Funnels,P2,Critical,regression|ui,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,kavya.iyer,VWO-25.S20,Active
TC-00256,VWO-3405,Verify date-range filter Last 7 days on report (third-party blocked),Reports,P0,Major,edge|firefox|regression|sanity|security,Report ready,1. Apply Last 7 days,Data limited to last 7 days,Functional,neha.khanna,VWO-25.S17,Active
TC-00257,VWO-2736,Verify Heatmap loads under 5s for 100k clicks on '/' (strict CSP),Heatmaps,P2,Minor,billing|integration|performance|smoke|ui,Heatmap with 100k+ clicks,1. Open Heatmap,Render under 5s | No browser warning,Performance,kavya.iyer,VWO-25.S20,Draft
TC-00258,VWO-4578,Verify POST /api/v1/webhooks creates a webhook subscription (IE-removed),API,P3,Major,api|performance|safari|smoke,Token write scope,1. POST with url + events,201 with id and signing key,API,vikram.singh,VWO-25.S27,Active
TC-00259,VWO-5173,Verify Validate Installation reports missing snippet (role: Viewer),SmartCode,P2,Minor,integration|regression|sanity,Snippet not on site,1. Click Validate,Status = Not Found with troubleshooting tips,Negative,anika.bose,VWO-25.S04,Draft
TC-00260,VWO-5996,Verify gradual rollout slider 25% to 100% over time (role: Admin),Personalization,P2,Minor,api|billing|integration|regression|sanity,Personalize running at 25%,1. Move slider to 100% || 2. Save,100% audience now bucketed,Functional,vikram.singh,VWO-25.S05,Active
TC-00261,VWO-1313,Verify real-time visitor counter updates every 30s (role: Editor),Reports,P0,Blocker,firefox|integration|mobile|regression,Campaign running,1. Open report dashboard,Counter ticks within 30s,Functional,anika.bose,VWO-25.S23,Active
TC-00262,VWO-1766,Verify selector falls back to nth-of-type when id missing (EU DC),Editor,P2,Minor,accessibility|api|billing|regression|smoke,Element has no id,1. Pick element,Selector uses nth-of-type,Functional,harsh.gupta,VWO-25.S02,Active
TC-00263,VWO-1920,Verify Preview mode renders Variation B without affecting visitors (US DC),AB Testing,P1,Trivial,mobile|smoke,A/B test in Draft,1. Click Preview || 2. Choose Variation B || 3. Open generated preview URL,Variation B rendered with debug bar | No bucket entry recorded,Functional,riya.sharma,VWO-25.S38,Active
TC-00264,VWO-1930,Verify GET /api/v1/campaigns/{id}/report returns goal stats (Asia DC),API,P2,Trivial,api|mobile,Campaign ran 24h,1. GET report,200 with conversions per variation,API,dev.ranganathan,VWO-25.S03,Active
TC-00265,VWO-4244,Verify nested audience condition (AND/OR) on Personalization (smoke),Personalization,P0,Major,api|firefox|regression,Personalize Draft,1. Add 'Country=US AND Plan=Pro' rule || 2. Save,Combined rule saved | Only US Pro users targeted,Functional,vikram.singh,VWO-25.S23,Active
TC-00266,VWO-1383,Verify renaming A/B campaign updates breadcrumb and URL slug (regression),AB Testing,P3,Minor,chrome|dataloss|mobile|ui,Campaign 2258 exists,1. Open /campaigns/2258/settings || 2. Edit name to 'Q3 Hero Variant' || 3. Save,Breadcrumb shows new name | Slug updated in URL,Functional,neha.khanna,VWO-25.S24,Active
TC-00267,VWO-2990,Verify Track Status indicator shows green when goal hits in last 24h (p0),Goals,P1,Major,api|performance|sanity|ui,Goal received hit recently,1. Open goals list,Status icon green,UI,dev.ranganathan,VWO-25.S32,Active
TC-00268,VWO-2309,Verify offline queue persists events on iOS (p1),Mobile,P2,Critical,e2e|gdpr|mobile,Device offline,1. Trigger 5 events,Events queued; flushed on reconnect,Functional,arjun.kapoor,VWO-25.S03,Active
TC-00269,VWO-5744,Verify renaming A/B campaign updates breadcrumb and URL slug (critical-path),AB Testing,P3,Major,accessibility|mobile|performance|smoke|ui,Campaign 1553 exists,1. Open /campaigns/1553/settings || 2. Edit name to 'Q3 Hero Variant' || 3. Save,Breadcrumb shows new name | Slug updated in URL,Functional,sara.patel,VWO-25.S25,Active
TC-00270,VWO-3100,Verify GEO targeting limits A/B test to country IN (edge case),AB Testing,P3,Minor,regression|safari,IP-to-Geo enabled,1. Add condition Country=IN || 2. Save,Indian IPs bucketed | Non-IN ignored,Functional,neha.khanna,VWO-25.S52,Active
TC-00271,VWO-5006,Verify CSS selector input for Forms tracker (boundary),Forms,P3,Major,regression|ui,User in /forms/new,1. Enter selector 'form.checkout' || 2. Validate,"Selector accepted, preview highlights",Functional,harsh.gupta,VWO-25.S48,Active
TC-00272,VWO-5297,Verify URL targeting with regex on A/B test (variation includes /pricing) (negative),AB Testing,P3,Critical,firefox|mobile|regression|sanity,A/B campaign in Draft,1. Open URL targeting || 2. Add regex '.*/pricing.*' || 3. Save,Test triggers only on pricing pages | Other URLs unaffected,Functional,neha.khanna,VWO-25.S52,Draft
TC-00273,VWO-2596,Verify replacing image via Image Library upload (positive),Editor,P2,Minor,firefox|regression,Editor loaded,"1. Pick img, upload new",Src updated | Library entry added,Functional,dev.ranganathan,VWO-25.S01,Active
TC-00274,VWO-1778,Verify duplicating Heatmap copies URL and segment filters (retry),Heatmaps,P1,Major,e2e|edge|regression|smoke,Heatmap exists,1. Click Duplicate,Copy retains URL & filters,Functional,aditya.rao,VWO-25.S02,Active
TC-00275,VWO-5939,Verify funnel report exports to CSV (low-bandwidth),Funnels,P3,Critical,e2e|regression|sanity|security,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,riya.sharma,VWO-25.S18,Active
TC-00276,VWO-2781,Verify Java SDK isFeatureEnabled p95 < 5ms (high-load),FullStack,P3,Major,api|performance|smoke,10k calls,1. Measure latency,p95 < 5ms,Performance,ishaan.mehta,VWO-25.S41,Active
TC-00277,VWO-3530,Verify adding a step to existing funnel updates report (rtl locale),Funnels,P2,Critical,billing|mobile|regression|smoke,Funnel exists with 3 steps,1. Add step '/checkout/confirm' || 2. Save,4 steps shown | Drop-off recalculated,Functional,aditya.rao,VWO-25.S38,Active
TC-00278,VWO-3932,Verify session recordings list paginates 50 per page (en-US),Session Recordings,P3,Trivial,billing|mobile|regression|smoke,Recordings enabled,1. Navigate /recordings || 2. Scroll to next page,50 rows per page | Pagination works,Functional,promode.dutta,VWO-25.S44,Archived
TC-00279,VWO-3947,Verify Bayesian probability shown for campaign #6729 (en-GB),Reports,P1,Major,edge|gdpr|i18n|regression,Campaign 6729 report ready,1. Open report,P(best) per variation | Confidence label,Functional,ishaan.mehta,VWO-25.S14,Active
TC-00280,VWO-2044,Verify click goal CSS selector '#cta-buy' captures clicks (fr-FR),Goals,P1,Major,firefox|integration|regression,Campaign Draft,1. Add click goal selector=#cta-buy || 2. Save || 3. Trigger click,Click counted as conversion,Functional,vikram.singh,VWO-25.S27,Active
TC-00281,VWO-3395,Verify side-by-side variation comparison view in report (ja-JP),Reports,P3,Trivial,dataloss|edge|gdpr|regression,Report ready,1. Switch to Compare view,Variations listed in columns with deltas,Functional,dev.ranganathan,VWO-25.S14,Active
TC-00282,VWO-1913,Verify attaching existing form-submit goal to new campaign (ja-JP),Goals,P0,Minor,mobile|regression,Goal exists,1. Open new campaign goals || 2. Pick existing || 3. Save,Goal linked to both campaigns,Functional,anika.bose,VWO-25.S06,Active
TC-00283,VWO-1384,Verify funnel save blocked when only 1 step provided (hi-IN),Funnels,P2,Minor,dataloss|e2e|gdpr|regression|safari,User on /funnels/new,1. Add 1 step || 2. Save,Error 'At least 2 steps required',Negative,promode.dutta,VWO-25.S39,Active
TC-00284,VWO-4276,Verify Android SDK trackEvent('purchase') hits goal (pt-BR),Mobile,P3,Major,e2e|mobile|safari,Goal registered,1. Call SDK trackEvent,Goal count increments in dashboard,Functional,ishaan.mehta,VWO-25.S52,Active
TC-00285,VWO-2073,Verify uninstall stops events on iOS (Chrome),Mobile,P1,Minor,billing|dataloss|mobile|sanity,SDK installed,1. Uninstall app,No further events received,Functional,vikram.singh,VWO-25.S06,Draft
TC-00286,VWO-4518,Verify funnel report exports to CSV (Firefox),Funnels,P2,Critical,billing|mobile|regression,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,ishaan.mehta,VWO-25.S37,Active
TC-00287,VWO-4641,Verify cookie-based targeting on A/B test (cookie 'plan=pro') (Edge),AB Testing,P1,Major,api|regression,A/B campaign Draft,1. Add cookie condition plan=pro || 2. Save,Only visitors with cookie are bucketed | Others see control,Functional,aditya.rao,VWO-25.S48,Active
TC-00288,VWO-4757,Verify creating revenue goal in campaign #8068 (Edge),Goals,P2,Trivial,accessibility|api|edge|mobile|regression,Campaign 8068 Draft,1. Open /campaigns/8068/goals || 2. Click Add Goal || 3. Pick type revenue || 4. Configure || 5. Save,Goal saved with type revenue | Visible in goals list,Functional,kavya.iyer,VWO-25.S25,Active
TC-00289,VWO-1826,Verify adding a step to existing funnel updates report (mobile-web),Funnels,P1,Minor,regression|smoke,Funnel exists with 3 steps,1. Add step '/checkout/confirm' || 2. Save,4 steps shown | Drop-off recalculated,Functional,dev.ranganathan,VWO-25.S40,Active
TC-00290,VWO-3301,Verify Split URL supports up to 3 variant URLs (tablet),Split URL,P3,Trivial,api|firefox|integration|regression|security,Split URL Draft,1. Add 3 variants || 2. Save,3 variants saved | Each gets traffic share,Boundary,anika.bose,VWO-25.S29,Draft
TC-00291,VWO-3756,Verify PHP SDK isFeatureEnabled p95 < 5ms (slow 3G),FullStack,P2,Minor,accessibility|e2e|performance|safari,10k calls,1. Measure latency,p95 < 5ms,Performance,arjun.kapoor,VWO-25.S01,Active
TC-00292,VWO-5255,Verify Test Connection button for Adobe Analytics (offline-online),Integrations,P2,Major,integration|safari|smoke,Adobe Analytics connected,1. Click Test,Toast 'Connection successful',Integration,riya.sharma,VWO-25.S15,Draft
TC-00293,VWO-2530,Verify adding tag 'checkout-friction' to a recording (re-entry),Session Recordings,P2,Major,accessibility|regression|safari|security,Recording open,1. Add tag || 2. Save,Tag visible in list filter dropdown,Functional,sara.patel,VWO-25.S19,Active
TC-00294,VWO-4727,Verify renaming page-visit goal updates references (after refresh),Goals,P3,Minor,edge|firefox|regression|ui,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,neha.khanna,VWO-25.S37,Active
TC-00295,VWO-3618,Verify nested audience condition (AND/OR) on Personalization (clean install),Personalization,P1,Major,chrome|mobile|regression|ui,Personalize Draft,1. Add 'Country=US AND Plan=Pro' rule || 2. Save,Combined rule saved | Only US Pro users targeted,Functional,arjun.kapoor,VWO-25.S19,Active
TC-00296,VWO-3312,Verify duplicating page-visit goal copies all settings (after upgrade),Goals,P2,Major,integration|regression,Campaign has page-visit goal,1. Click duplicate,Copy created with same config,Functional,dev.ranganathan,VWO-25.S03,Active
TC-00297,VWO-3167,Verify message when target site blocks iframe (X-Frame-Options) (cold start),Editor,P1,Trivial,e2e|firefox|regression,Site sets DENY,1. Open editor on it,Helpful message + extension fallback link,Negative,aditya.rao,VWO-25.S34,Active
TC-00298,VWO-4896,Verify Forms report handles 50+ fields without UI break (warm cache),Forms,P1,Minor,api|chrome|gdpr|sanity|ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,aditya.rao,VWO-25.S28,Active
TC-00299,VWO-1011,Verify bookmark on recording moves it to Bookmarked tab (cookieless),Session Recordings,P2,Trivial,regression|safari|sanity,Recording open,1. Click Bookmark,Recording appears under Bookmarked,Functional,harsh.gupta,VWO-25.S51,Active
TC-00300,VWO-2027,Verify cookie-based targeting on A/B test (cookie 'plan=pro') (third-party blocked),AB Testing,P2,Trivial,regression,A/B campaign Draft,1. Add cookie condition plan=pro || 2. Save,Only visitors with cookie are bucketed | Others see control,Functional,vikram.singh,VWO-25.S13,Active
TC-00301,VWO-4752,Verify adding new credit card via Stripe iframe (strict CSP),Billing,P1,Major,api|billing|gdpr|integration|security,No card on file,1. Click Add Card || 2. Enter Stripe test card || 3. Save,"Card added, last4 shown",Security,anika.bose,VWO-25.S13,Draft
TC-00302,VWO-3554,Verify archiving completed A/B campaign hides it from Active list (IE-removed),AB Testing,P0,Critical,i18n|regression|smoke,Campaign 5630 status = Completed,1. Open /campaigns/5630/overview || 2. Click overflow > Archive || 3. Confirm,Campaign moved to /campaigns?status=archived | Removed from Active list,Functional,ishaan.mehta,VWO-25.S46,Active
TC-00303,VWO-2553,Verify missing token returns 401 unauthorized (role: Viewer),API,P1,Major,api|dataloss|firefox|mobile|security,No auth header,1. GET /api/v1/me,401 with error message,Negative,anika.bose,VWO-25.S23,Active
TC-00304,VWO-3929,Verify Forms report handles 50+ fields without UI break (role: Admin),Forms,P1,Major,billing|firefox|integration|ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,sara.patel,VWO-25.S39,Active
TC-00305,VWO-3792,Verify mousemove map on '/' (role: Editor),Heatmaps,P1,Trivial,i18n|mobile|regression|safari|ui,Heatmap data ready,1. Open Movemap,Heat overlay reflects mouse density,Functional,neha.khanna,VWO-25.S27,Active
TC-00306,VWO-1227,Verify Split URL report shows per-variant conversion rates (EU DC),Split URL,P3,Minor,gdpr|integration|regression,Split URL 3886 ran 24h+,1. Open /campaigns/3886/report,Variant cards show CR% | Bayesian probability displayed,Functional,sara.patel,VWO-25.S46,Active
TC-00307,VWO-5197,Verify referrer-based Personalization for traffic from google.com (US DC),Personalization,P2,Blocker,billing|chrome|regression|safari|smoke,Personalize Draft,1. Audience referrer contains 'google.com' || 2. Save,Google traffic targeted,Functional,ishaan.mehta,VWO-25.S51,Active
TC-00308,VWO-2282,Verify auto-detection of form by id='signup-form' (Asia DC),Forms,P1,Major,chrome|regression,Page has #signup-form,1. Create tracker; auto-detect,Form selector resolves to #signup-form,Functional,sara.patel,VWO-25.S17,Active
TC-00309,VWO-4609,Verify page-visit goal regex '/thank-you.*' matches (smoke),Goals,P2,Blocker,billing|performance|regression,Campaign Draft,1. Add page-visit goal regex || 2. Save,/thank-you?ref=x triggers conversion,Functional,ishaan.mehta,VWO-25.S37,Active
TC-00310,VWO-1140,Verify winner banner appears when probability >= 95% (regression),Reports,P2,Critical,edge|gdpr|regression|safari|sanity,Variation B P=96%,1. Open report,Banner 'Variation B is the winner',Functional,harsh.gupta,VWO-25.S02,Active
TC-00311,VWO-3674,Verify connecting Intercom integration via OAuth (p0),Integrations,P2,Major,edge|firefox|integration|mobile|security,User has Admin role,1. Navigate /integrations/intercom || 2. Click Connect || 3. Authorize,Integration shown as Connected | Audit log entry,Integration,arjun.kapoor,VWO-25.S35,Active
TC-00312,VWO-5650,Verify editing variation copy in A/B campaign #5074 (p1),AB Testing,P3,Blocker,chrome|regression|smoke,A/B campaign 5074 exists in Draft | User has Editor role,1. Open /campaigns/ab/5074/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,promode.dutta,VWO-25.S15,Active
TC-00313,VWO-1585,Verify sharing segment across team members (critical-path),Segmentation,P2,Critical,regression|sanity,Segment exists,1. Click Share || 2. Toggle Share=on,Other members see segment,Functional,neha.khanna,VWO-25.S06,Active
TC-00314,VWO-1530,Verify Custom JS panel runs after page load (edge case),Editor,P2,Major,firefox|i18n|performance|regression|safari,Editor loaded,"1. Add 'console.log(""hi"")' || 2. Save",Console prints 'hi' on preview,Functional,riya.sharma,VWO-25.S48,Draft
TC-00315,VWO-5618,Verify revenue goal currency switch USD->INR (boundary),Goals,P2,Critical,firefox|i18n|mobile|regression|sanity,Revenue goal exists,1. Edit goal || 2. Change currency to INR || 3. Save,Goal stored with INR | Reports re-aggregate,Functional,dev.ranganathan,VWO-25.S31,Archived
TC-00316,VWO-3125,Verify custom event 'AddToCart' increments goal (negative),Goals,P1,Minor,accessibility|api|e2e|edge|ui,Custom event registered,1. Trigger window._vis_opt_goal_conversion('AddToCart'),Goal count increments,Functional,sara.patel,VWO-25.S02,Active
TC-00317,VWO-2137,Verify playback speeds 1x/2x/4x for session recording (positive),Session Recordings,P2,Blocker,firefox|gdpr|regression|safari|ui,Recording playing,1. Switch to 2x || 2. Then 4x,Speed changes accordingly | Audio (if any) muted,Functional,aditya.rao,VWO-25.S24,Active
TC-00318,VWO-2428,Verify GEO condition (City=Bangalore) in segment (retry),Segmentation,P1,Critical,api|regression|sanity,Segment Draft,1. Add city condition || 2. Save,Saved | Used in audience targeting,Functional,aditya.rao,VWO-25.S38,Draft
TC-00319,VWO-5031,Verify Personalization preview impersonates audience (low-bandwidth),Personalization,P3,Major,chrome|firefox|i18n|safari|smoke,Personalize Draft,1. Click Preview || 2. Impersonate audience VIP,Preview shows VIP variant,Functional,ishaan.mehta,VWO-25.S04,Active
TC-00320,VWO-1933,Verify abandonment metric per field in Forms (high-load),Forms,P1,Major,billing|integration|performance|regression,Forms data ready,1. Open report,Abandonment % per field,Functional,sara.patel,VWO-25.S01,Active
TC-00321,VWO-1765,Verify share-link for campaign report (read-only) (rtl locale),Reports,P1,Minor,security|ui,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,harsh.gupta,VWO-25.S31,Active
TC-00322,VWO-2266,Verify real-time visitor counter updates every 30s (en-US),Reports,P1,Critical,regression|security,Campaign running,1. Open report dashboard,Counter ticks within 30s,Functional,kavya.iyer,VWO-25.S48,Active
TC-00323,VWO-5310,Verify Device=mobile condition in segment (en-GB),Segmentation,P0,Major,billing|i18n|mobile,Segment Draft,1. Add device=mobile || 2. Save,Saved correctly,Functional,kavya.iyer,VWO-25.S32,Active
TC-00324,VWO-5966,Verify anti-flicker style hides body up to 1s (fr-FR),SmartCode,P1,Major,api|edge|regression|security,Anti-flicker enabled,1. Open page slowly,Body hidden until VWO ready or 1s,Functional,anika.bose,VWO-25.S18,Active
TC-00325,VWO-1983,Verify retry queue when Hubspot 5xx (de-DE),Integrations,P2,Minor,e2e|integration|performance|regression,Hubspot returns 503,1. Trigger event,Event queued and retried within 30m,Integration,vikram.singh,VWO-25.S34,Archived
TC-00326,VWO-2241,Verify A/B test creation with 5 variations on Opera (ja-JP),AB Testing,P0,Trivial,billing|regression,User logged in to app.vwo.com | SmartCode installed on test site,1. Navigate to /campaigns/ab/new || 2. Enter campaign name 'AB Test {0}' || 3. Add 5 variations || 4. Set traffic split to equal || 5. Click 'Save & Launch',A/B test created with 5 variations | Redirect to /campaigns/{id}/overview,Functional,ishaan.mehta,VWO-25.S13,Active
TC-00327,VWO-1405,Verify field mapping UI for Adobe Analytics (hi-IN),Integrations,P1,Major,edge|regression,Adobe Analytics connected,1. Open mappings || 2. Map vwo_variation -> custom_dim_5 || 3. Save,Mapping saved and applied,Functional,riya.sharma,VWO-25.S23,Active
TC-00328,VWO-5292,Verify Forms report handles 50+ fields without UI break (pt-BR),Forms,P1,Major,accessibility|chrome|edge|ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,sara.patel,VWO-25.S38,Draft
TC-00329,VWO-4081,Verify equal traffic split across active MVT combinations (Chrome),MVT,P1,Major,chrome|regression|ui,MVT 2x2 running,1. Send 4000 visits,Each combo gets ~1000 ±5%,Functional,ishaan.mehta,VWO-25.S18,Active
TC-00330,VWO-3548,Verify GEO condition (City=Bangalore) in segment (Firefox),Segmentation,P1,Minor,mobile|performance|regression|security,Segment Draft,1. Add city condition || 2. Save,Saved | Used in audience targeting,Functional,neha.khanna,VWO-25.S52,Active
TC-00331,VWO-2951,Verify scrollmap rendering for '/pricing' (Safari),Heatmaps,P3,Major,api|sanity|smoke|ui,Heatmap recorded 1k+ sessions,1. Open Heatmap || 2. Switch to Scrollmap,Color gradient overlays page | Avg fold depth shown,UI,aditya.rao,VWO-25.S01,Active
TC-00332,VWO-1907,Verify Device tab on report breaks down by device (Edge),Reports,P2,Minor,mobile|regression,Report ready,1. Open Device tab,Mobile/desktop/tablet stats shown,Functional,kavya.iyer,VWO-25.S49,Active
TC-00333,VWO-1012,Verify permanent delete of A/B campaign requires typed confirmation (mobile-web),AB Testing,P3,Trivial,billing|chrome|e2e|integration|regression,Campaign 8773 archived,1. Open /campaigns/8773 || 2. Click Delete Forever || 3. Type campaign name || 4. Click Delete,Campaign removed from list | GET /campaigns/{cid} returns 404,Negative,harsh.gupta,VWO-25.S10,Active
TC-00334,VWO-2086,Verify A/B test creation with 3 variations on Brave (tablet),AB Testing,P2,Major,performance|regression|security,User logged in to app.vwo.com | SmartCode installed on test site,1. Navigate to /campaigns/ab/new || 2. Enter campaign name 'AB Test {0}' || 3. Add 3 variations || 4. Set traffic split to equal || 5. Click 'Save & Launch',A/B test created with 3 variations | Redirect to /campaigns/{id}/overview,Functional,ishaan.mehta,VWO-25.S25,Draft
TC-00335,VWO-4064,"Verify user context (id, attributes) used for bucketing in Go (slow 3G)",FullStack,P2,Blocker,chrome|dataloss|regression,Context with attribs,1. Bucket user,Bucket respects attribute rules,Functional,riya.sharma,VWO-25.S24,Active
TC-00336,VWO-4156,Verify creating an audience segment via Segment Builder (offline-online),Segmentation,P2,Major,integration|regression|smoke,User logged in,1. Navigate /segments/new || 2. Add condition || 3. Save,Segment saved | Available in audience picker,Functional,harsh.gupta,VWO-25.S17,Archived
TC-00337,VWO-4389,Verify share-link for campaign report (read-only) (re-entry),Reports,P1,Minor,security|smoke,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,kavya.iyer,VWO-25.S52,Active
TC-00338,VWO-4051,Verify Heatmap creation on URL '/checkout' (after refresh),Heatmaps,P2,Minor,i18n|regression,SmartCode installed | Heatmap quota available,1. Navigate /heatmaps/new || 2. Enter URL /checkout || 3. Save,Heatmap recording starts | Page status = Active,Functional,arjun.kapoor,VWO-25.S09,Active
TC-00339,VWO-3784,Verify connecting WordPress with bad token shows error (clean install),Integrations,P1,Major,performance|regression|safari|security,User on connect screen,1. Enter invalid API key || 2. Save,Inline error 'Invalid token',Negative,vikram.singh,VWO-25.S07,Active
TC-00340,VWO-1276,Verify SDK does not crash app when API returns 500 on Android (after upgrade),Mobile,P2,Trivial,accessibility|mobile,API returns 500,1. Open app,App stable; SDK logs error,Negative,vikram.singh,VWO-25.S34,Active
TC-00341,VWO-2001,Verify filter Duration > 5min on recordings list (cold start),Session Recordings,P3,Minor,e2e|regression|sanity|security,Recordings exist,1. Apply duration > 5 min,Only long sessions returned,Functional,kavya.iyer,VWO-25.S10,Active
TC-00342,VWO-4651,Verify Variation Editor loads target URL in iframe (warm cache),Editor,P1,Minor,billing|edge|ui,A/B Draft,1. Open editor,Iframe renders site | Toolbar visible,UI,promode.dutta,VWO-25.S20,Active
TC-00343,VWO-3415,Verify renaming team updates listing and URL slug (cookieless),Admin,P2,Minor,regression|sanity,Team exists,"1. Edit name, save",Slug updated; old slug 404,Functional,aditya.rao,VWO-25.S06,Active
TC-00344,VWO-1198,Verify deactivating user revokes sessions immediately (third-party blocked),Admin,P1,Major,performance|regression|security,Active user,1. Click Deactivate,Sessions revoked; cannot log in,Security,promode.dutta,VWO-25.S50,Active
TC-00345,VWO-4371,Verify responsive breakpoint toggle (desktop/tablet/mobile) (strict CSP),Editor,P3,Trivial,api|firefox|ui,Editor loaded,1. Switch breakpoint,Iframe resizes accordingly,UI,anika.bose,VWO-25.S42,Active
TC-00346,VWO-1680,Verify pausing running A/B test stops new visitor bucketing (IE-removed),AB Testing,P3,Critical,edge|integration|regression|sanity,Campaign 3916 status = Running,1. Open /campaigns/3916/overview || 2. Click 'Pause' || 3. Confirm modal,Status = Paused | No new visitors recorded after pause timestamp,Functional,harsh.gupta,VWO-25.S29,Active
TC-00347,VWO-4837,Verify undo/redo within editor restores prior states (role: Viewer),Editor,P3,Minor,billing|performance|regression,Edits made,"1. Click Undo, Redo","Previous state restored, then redone",Functional,dev.ranganathan,VWO-25.S25,Active
TC-00348,VWO-4825,Verify conversion-rate calc = conversions/visitors *100 (role: Admin),Goals,P3,Minor,dataloss|performance|regression|sanity,Goal data ready,1. Open report metric,CR% matches formula,Functional,harsh.gupta,VWO-25.S33,Active
